timestamp,video_path,dlc_path,frame,dlc_row,edited_point,image_path,label_path
2026-02-23T14:45:47.939074Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,737,737,APPLY_NEXT10,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000737.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000737.txt
2026-02-23T14:45:52.530466Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,738,738,APPLY_NEXT10,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000738.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000738.txt
2026-02-23T14:45:57.169222Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,739,739,APPLY_NEXT10,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000739.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000739.txt
2026-02-23T14:46:02.112531Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,740,740,APPLY_NEXT10,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000740.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000740.txt
2026-02-23T14:46:07.001882Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,741,741,APPLY_NEXT10,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000741.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000741.txt
2026-02-23T14:46:11.542136Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,742,742,APPLY_NEXT10,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000742.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000742.txt
2026-02-23T14:46:16.398211Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,743,743,APPLY_NEXT10,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000743.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000743.txt
2026-02-23T14:46:21.658821Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,744,744,APPLY_NEXT10,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000744.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000744.txt
2026-02-23T14:46:26.960216Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,745,745,APPLY_NEXT10,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000745.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000745.txt
2026-02-23T14:46:32.079276Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,746,746,APPLY_NEXT10,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000746.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000746.txt
2026-02-23T14:46:36.702080Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,747,747,APPLY_NEXT10,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000747.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000747.txt
2026-02-23T14:46:42.302140Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,748,748,APPLY_NEXT10,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000748.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000748.txt
2026-02-23T14:46:47.079733Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,749,749,APPLY_NEXT10,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000749.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000749.txt
2026-02-23T14:46:51.341117Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,780,780,APPLY_NEXT10,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000780.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000780.txt
2026-02-23T14:46:55.949549Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,781,781,APPLY_NEXT10,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000781.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000781.txt
2026-02-23T14:47:02.306386Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,782,782,APPLY_NEXT10,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000782.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000782.txt
2026-02-23T14:47:07.855979Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,783,783,APPLY_NEXT10,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000783.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000783.txt
2026-02-23T14:47:12.129025Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,784,784,APPLY_NEXT10,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000784.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000784.txt
2026-02-23T14:47:16.455672Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,785,785,APPLY_NEXT10|nose_cam,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000785.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000785.txt
2026-02-23T14:47:21.419270Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,786,786,APPLY_NEXT10|left_ear_cam|mid_ears_cam|nose_cam|right_ear_cam,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000786.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000786.txt
2026-02-23T14:47:26.240980Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,787,787,APPLY_NEXT10|APPLY_PREV,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000787.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000787.txt
2026-02-23T14:47:32.908626Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,788,788,APPLY_NEXT10|APPLY_PREV,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000788.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000788.txt
2026-02-23T14:47:37.408935Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,789,789,APPLY_NEXT10|APPLY_PREV|nose_cam,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000789.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000789.txt
2026-02-23T14:47:42.226925Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,790,790,APPLY_NEXT10|APPLY_PREV,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000790.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000790.txt
2026-02-23T14:47:47.078946Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,791,791,APPLY_NEXT10|APPLY_PREV,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000791.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000791.txt
2026-02-23T14:47:51.954969Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,792,792,APPLY_NEXT10|APPLY_PREV|left_ear_cam|mid_ears_cam|nose_cam|right_ear_cam,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000792.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000792.txt
2026-02-23T14:47:56.505099Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,793,793,APPLY_NEXT10|APPLY_PREV,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000793.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000793.txt
2026-02-23T14:48:01.055070Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,794,794,APPLY_NEXT10|APPLY_PREV|left_ear_cam|mid_ears_cam|right_ear_cam,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000794.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000794.txt
2026-02-23T14:48:05.337500Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,795,795,APPLY_NEXT10|nose_cam,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000795.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000795.txt
2026-02-23T14:48:09.368944Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,796,796,APPLY_NEXT10,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000796.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000796.txt
2026-02-23T14:48:14.106885Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,797,797,APPLY_NEXT10|left_ear_cam|mid_ears_cam|nose_cam|right_ear_cam,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000797.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000797.txt
2026-02-23T14:48:18.711063Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,798,798,APPLY_NEXT10|APPLY_PREV|nose_cam|right_ear_cam,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000798.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000798.txt
2026-02-23T14:48:23.058197Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,799,799,APPLY_NEXT10|APPLY_PREV|left_ear_cam|mid_ears_cam|nose_cam|right_ear_cam,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000799.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000799.txt
2026-02-23T14:48:28.057953Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,800,800,APPLY_NEXT10|APPLY_PREV,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000800.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000800.txt
2026-02-23T14:48:32.869856Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,801,801,APPLY_NEXT10|APPLY_PREV|left_ear_cam|mid_ears_cam|nose_cam|right_ear_cam,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000801.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000801.txt
2026-02-23T14:48:37.130514Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,802,802,APPLY_NEXT10|APPLY_PREV,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000802.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000802.txt
2026-02-23T14:48:41.419161Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,803,803,APPLY_NEXT10|APPLY_PREV,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000803.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000803.txt
2026-02-23T14:48:46.628002Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,804,804,APPLY_NEXT10|APPLY_PREV|left_ear_cam|mid_ears_cam|nose_cam|right_ear_cam,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000804.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000804.txt
2026-02-23T14:48:51.637980Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,935,935,left_ear_cam|mid_ears_cam|nose_cam,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000935.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000935.txt
2026-02-23T14:48:56.139097Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,936,936,APPLY_PREV,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000936.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000936.txt
2026-02-23T14:49:00.517794Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,937,937,APPLY_PREV|left_ear_cam|mid_ears_cam|nose_cam|right_ear_cam,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000937.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000937.txt
2026-02-23T14:49:04.611516Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,938,938,left_ear_cam|mid_ears_cam|nose_cam|right_ear_cam,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0000938.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0000938.txt
2026-02-23T14:49:09.515308Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,1895,1895,left_ear_cam|mid_ears_cam|right_ear_cam,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0001895.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0001895.txt
2026-02-23T14:49:13.601760Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/front_20260221T110059.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/predictions/front_head_only_resnet_152__front_20260221T110059.parquet,1896,1896,APPLY_PREV,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/images/train/front_20260221T110059_f0001896.png,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260221/block4/videos/manual_labels/front_20260221T110059/labels/train/front_20260221T110059_f0001896.txt
